PING 10.0.2.22 (10.0.2.22) 56(84) bytes of data.
64 bytes from 10.0.2.22: icmp_seq=369 ttl=63 time=205 ms
64 bytes from 10.0.2.22: icmp_seq=370 ttl=63 time=207 ms
64 bytes from 10.0.2.22: icmp_seq=371 ttl=63 time=210 ms
64 bytes from 10.0.2.22: icmp_seq=372 ttl=63 time=223 ms
64 bytes from 10.0.2.22: icmp_seq=373 ttl=63 time=223 ms
64 bytes from 10.0.2.22: icmp_seq=374 ttl=63 time=212 ms
64 bytes from 10.0.2.22: icmp_seq=375 ttl=63 time=209 ms
64 bytes from 10.0.2.22: icmp_seq=376 ttl=63 time=205 ms
64 bytes from 10.0.2.22: icmp_seq=377 ttl=63 time=209 ms
64 bytes from 10.0.2.22: icmp_seq=378 ttl=63 time=207 ms
64 bytes from 10.0.2.22: icmp_seq=379 ttl=63 time=206 ms
64 bytes from 10.0.2.22: icmp_seq=380 ttl=63 time=209 ms
64 bytes from 10.0.2.22: icmp_seq=381 ttl=63 time=209 ms
64 bytes from 10.0.2.22: icmp_seq=382 ttl=63 time=210 ms
64 bytes from 10.0.2.22: icmp_seq=383 ttl=63 time=209 ms
64 bytes from 10.0.2.22: icmp_seq=384 ttl=63 time=211 ms
64 bytes from 10.0.2.22: icmp_seq=385 ttl=63 time=218 ms
64 bytes from 10.0.2.22: icmp_seq=386 ttl=63 time=225 ms
64 bytes from 10.0.2.22: icmp_seq=387 ttl=63 time=234 ms
64 bytes from 10.0.2.22: icmp_seq=388 ttl=63 time=232 ms
64 bytes from 10.0.2.22: icmp_seq=389 ttl=63 time=229 ms
64 bytes from 10.0.2.22: icmp_seq=390 ttl=63 time=221 ms
64 bytes from 10.0.2.22: icmp_seq=391 ttl=63 time=215 ms
64 bytes from 10.0.2.22: icmp_seq=392 ttl=63 time=229 ms
64 bytes from 10.0.2.22: icmp_seq=393 ttl=63 time=778 ms
64 bytes from 10.0.2.22: icmp_seq=394 ttl=63 time=772 ms
64 bytes from 10.0.2.22: icmp_seq=395 ttl=63 time=697 ms
64 bytes from 10.0.2.22: icmp_seq=396 ttl=63 time=231 ms
64 bytes from 10.0.2.22: icmp_seq=397 ttl=63 time=418 ms
64 bytes from 10.0.2.22: icmp_seq=398 ttl=63 time=418 ms
64 bytes from 10.0.2.22: icmp_seq=399 ttl=63 time=224 ms
64 bytes from 10.0.2.22: icmp_seq=400 ttl=63 time=234 ms
64 bytes from 10.0.2.22: icmp_seq=401 ttl=63 time=236 ms
64 bytes from 10.0.2.22: icmp_seq=402 ttl=63 time=275 ms
64 bytes from 10.0.2.22: icmp_seq=403 ttl=63 time=668 ms
64 bytes from 10.0.2.22: icmp_seq=404 ttl=63 time=615 ms
64 bytes from 10.0.2.22: icmp_seq=405 ttl=63 time=233 ms
64 bytes from 10.0.2.22: icmp_seq=406 ttl=63 time=237 ms
64 bytes from 10.0.2.22: icmp_seq=407 ttl=63 time=240 ms
64 bytes from 10.0.2.22: icmp_seq=408 ttl=63 time=234 ms
64 bytes from 10.0.2.22: icmp_seq=409 ttl=63 time=255 ms
64 bytes from 10.0.2.22: icmp_seq=410 ttl=63 time=252 ms
64 bytes from 10.0.2.22: icmp_seq=411 ttl=63 time=243 ms
64 bytes from 10.0.2.22: icmp_seq=412 ttl=63 time=240 ms
64 bytes from 10.0.2.22: icmp_seq=413 ttl=63 time=235 ms
64 bytes from 10.0.2.22: icmp_seq=414 ttl=63 time=236 ms
64 bytes from 10.0.2.22: icmp_seq=415 ttl=63 time=232 ms
64 bytes from 10.0.2.22: icmp_seq=416 ttl=63 time=227 ms
64 bytes from 10.0.2.22: icmp_seq=417 ttl=63 time=230 ms
64 bytes from 10.0.2.22: icmp_seq=418 ttl=63 time=229 ms
64 bytes from 10.0.2.22: icmp_seq=419 ttl=63 time=231 ms
64 bytes from 10.0.2.22: icmp_seq=420 ttl=63 time=230 ms
64 bytes from 10.0.2.22: icmp_seq=421 ttl=63 time=238 ms
64 bytes from 10.0.2.22: icmp_seq=422 ttl=63 time=244 ms
64 bytes from 10.0.2.22: icmp_seq=423 ttl=63 time=242 ms
64 bytes from 10.0.2.22: icmp_seq=424 ttl=63 time=238 ms
64 bytes from 10.0.2.22: icmp_seq=425 ttl=63 time=241 ms
64 bytes from 10.0.2.22: icmp_seq=426 ttl=63 time=241 ms
64 bytes from 10.0.2.22: icmp_seq=427 ttl=63 time=250 ms
64 bytes from 10.0.2.22: icmp_seq=428 ttl=63 time=248 ms
64 bytes from 10.0.2.22: icmp_seq=429 ttl=63 time=243 ms
64 bytes from 10.0.2.22: icmp_seq=430 ttl=63 time=237 ms
64 bytes from 10.0.2.22: icmp_seq=431 ttl=63 time=237 ms
64 bytes from 10.0.2.22: icmp_seq=432 ttl=63 time=240 ms
64 bytes from 10.0.2.22: icmp_seq=433 ttl=63 time=241 ms
64 bytes from 10.0.2.22: icmp_seq=434 ttl=63 time=243 ms
64 bytes from 10.0.2.22: icmp_seq=435 ttl=63 time=243 ms
64 bytes from 10.0.2.22: icmp_seq=436 ttl=63 time=248 ms
64 bytes from 10.0.2.22: icmp_seq=437 ttl=63 time=252 ms
64 bytes from 10.0.2.22: icmp_seq=438 ttl=63 time=255 ms
64 bytes from 10.0.2.22: icmp_seq=439 ttl=63 time=248 ms
64 bytes from 10.0.2.22: icmp_seq=440 ttl=63 time=243 ms
64 bytes from 10.0.2.22: icmp_seq=441 ttl=63 time=251 ms
64 bytes from 10.0.2.22: icmp_seq=442 ttl=63 time=249 ms
64 bytes from 10.0.2.22: icmp_seq=443 ttl=63 time=248 ms
64 bytes from 10.0.2.22: icmp_seq=444 ttl=63 time=254 ms
64 bytes from 10.0.2.22: icmp_seq=445 ttl=63 time=248 ms
64 bytes from 10.0.2.22: icmp_seq=446 ttl=63 time=250 ms
64 bytes from 10.0.2.22: icmp_seq=447 ttl=63 time=254 ms
64 bytes from 10.0.2.22: icmp_seq=448 ttl=63 time=253 ms
64 bytes from 10.0.2.22: icmp_seq=449 ttl=63 time=251 ms
64 bytes from 10.0.2.22: icmp_seq=450 ttl=63 time=249 ms
64 bytes from 10.0.2.22: icmp_seq=451 ttl=63 time=240 ms
64 bytes from 10.0.2.22: icmp_seq=452 ttl=63 time=241 ms
64 bytes from 10.0.2.22: icmp_seq=453 ttl=63 time=244 ms
64 bytes from 10.0.2.22: icmp_seq=454 ttl=63 time=197 ms
64 bytes from 10.0.2.22: icmp_seq=455 ttl=63 time=151 ms
64 bytes from 10.0.2.22: icmp_seq=456 ttl=63 time=130 ms
64 bytes from 10.0.2.22: icmp_seq=457 ttl=63 time=157 ms
64 bytes from 10.0.2.22: icmp_seq=458 ttl=63 time=131 ms
64 bytes from 10.0.2.22: icmp_seq=459 ttl=63 time=130 ms
64 bytes from 10.0.2.22: icmp_seq=460 ttl=63 time=132 ms
64 bytes from 10.0.2.22: icmp_seq=461 ttl=63 time=132 ms
64 bytes from 10.0.2.22: icmp_seq=462 ttl=63 time=129 ms
64 bytes from 10.0.2.22: icmp_seq=463 ttl=63 time=133 ms
64 bytes from 10.0.2.22: icmp_seq=464 ttl=63 time=137 ms
64 bytes from 10.0.2.22: icmp_seq=465 ttl=63 time=275 ms
64 bytes from 10.0.2.22: icmp_seq=466 ttl=63 time=128 ms
64 bytes from 10.0.2.22: icmp_seq=467 ttl=63 time=132 ms
64 bytes from 10.0.2.22: icmp_seq=468 ttl=63 time=139 ms
64 bytes from 10.0.2.22: icmp_seq=469 ttl=63 time=135 ms
64 bytes from 10.0.2.22: icmp_seq=470 ttl=63 time=139 ms
64 bytes from 10.0.2.22: icmp_seq=471 ttl=63 time=137 ms
64 bytes from 10.0.2.22: icmp_seq=472 ttl=63 time=137 ms
64 bytes from 10.0.2.22: icmp_seq=473 ttl=63 time=139 ms
64 bytes from 10.0.2.22: icmp_seq=474 ttl=63 time=139 ms
64 bytes from 10.0.2.22: icmp_seq=475 ttl=63 time=137 ms
64 bytes from 10.0.2.22: icmp_seq=476 ttl=63 time=143 ms
64 bytes from 10.0.2.22: icmp_seq=477 ttl=63 time=140 ms
64 bytes from 10.0.2.22: icmp_seq=478 ttl=63 time=146 ms
64 bytes from 10.0.2.22: icmp_seq=479 ttl=63 time=149 ms
64 bytes from 10.0.2.22: icmp_seq=480 ttl=63 time=144 ms
64 bytes from 10.0.2.22: icmp_seq=481 ttl=63 time=143 ms
64 bytes from 10.0.2.22: icmp_seq=482 ttl=63 time=145 ms
64 bytes from 10.0.2.22: icmp_seq=483 ttl=63 time=146 ms
64 bytes from 10.0.2.22: icmp_seq=484 ttl=63 time=147 ms
64 bytes from 10.0.2.22: icmp_seq=485 ttl=63 time=150 ms
64 bytes from 10.0.2.22: icmp_seq=486 ttl=63 time=153 ms
64 bytes from 10.0.2.22: icmp_seq=487 ttl=63 time=156 ms
64 bytes from 10.0.2.22: icmp_seq=488 ttl=63 time=157 ms
64 bytes from 10.0.2.22: icmp_seq=489 ttl=63 time=155 ms
64 bytes from 10.0.2.22: icmp_seq=490 ttl=63 time=157 ms
64 bytes from 10.0.2.22: icmp_seq=491 ttl=63 time=157 ms
64 bytes from 10.0.2.22: icmp_seq=492 ttl=63 time=161 ms
64 bytes from 10.0.2.22: icmp_seq=493 ttl=63 time=159 ms
64 bytes from 10.0.2.22: icmp_seq=494 ttl=63 time=154 ms
64 bytes from 10.0.2.22: icmp_seq=495 ttl=63 time=152 ms
64 bytes from 10.0.2.22: icmp_seq=496 ttl=63 time=156 ms
64 bytes from 10.0.2.22: icmp_seq=497 ttl=63 time=164 ms
64 bytes from 10.0.2.22: icmp_seq=498 ttl=63 time=167 ms
64 bytes from 10.0.2.22: icmp_seq=499 ttl=63 time=159 ms
64 bytes from 10.0.2.22: icmp_seq=500 ttl=63 time=160 ms
64 bytes from 10.0.2.22: icmp_seq=501 ttl=63 time=162 ms
64 bytes from 10.0.2.22: icmp_seq=502 ttl=63 time=165 ms
64 bytes from 10.0.2.22: icmp_seq=503 ttl=63 time=162 ms
64 bytes from 10.0.2.22: icmp_seq=504 ttl=63 time=161 ms
64 bytes from 10.0.2.22: icmp_seq=505 ttl=63 time=159 ms
64 bytes from 10.0.2.22: icmp_seq=506 ttl=63 time=165 ms
64 bytes from 10.0.2.22: icmp_seq=507 ttl=63 time=220 ms
64 bytes from 10.0.2.22: icmp_seq=508 ttl=63 time=226 ms
64 bytes from 10.0.2.22: icmp_seq=509 ttl=63 time=178 ms
64 bytes from 10.0.2.22: icmp_seq=510 ttl=63 time=177 ms
64 bytes from 10.0.2.22: icmp_seq=511 ttl=63 time=178 ms
64 bytes from 10.0.2.22: icmp_seq=512 ttl=63 time=175 ms
64 bytes from 10.0.2.22: icmp_seq=513 ttl=63 time=176 ms
64 bytes from 10.0.2.22: icmp_seq=514 ttl=63 time=173 ms
64 bytes from 10.0.2.22: icmp_seq=515 ttl=63 time=176 ms
64 bytes from 10.0.2.22: icmp_seq=516 ttl=63 time=181 ms
64 bytes from 10.0.2.22: icmp_seq=517 ttl=63 time=177 ms
64 bytes from 10.0.2.22: icmp_seq=518 ttl=63 time=255 ms
64 bytes from 10.0.2.22: icmp_seq=519 ttl=63 time=252 ms
64 bytes from 10.0.2.22: icmp_seq=520 ttl=63 time=175 ms
64 bytes from 10.0.2.22: icmp_seq=521 ttl=63 time=177 ms
64 bytes from 10.0.2.22: icmp_seq=522 ttl=63 time=184 ms
64 bytes from 10.0.2.22: icmp_seq=523 ttl=63 time=187 ms
64 bytes from 10.0.2.22: icmp_seq=524 ttl=63 time=186 ms
64 bytes from 10.0.2.22: icmp_seq=525 ttl=63 time=234 ms
64 bytes from 10.0.2.22: icmp_seq=526 ttl=63 time=233 ms
64 bytes from 10.0.2.22: icmp_seq=527 ttl=63 time=186 ms
64 bytes from 10.0.2.22: icmp_seq=528 ttl=63 time=184 ms
64 bytes from 10.0.2.22: icmp_seq=529 ttl=63 time=182 ms
64 bytes from 10.0.2.22: icmp_seq=530 ttl=63 time=178 ms
64 bytes from 10.0.2.22: icmp_seq=531 ttl=63 time=183 ms
64 bytes from 10.0.2.22: icmp_seq=532 ttl=63 time=243 ms
64 bytes from 10.0.2.22: icmp_seq=533 ttl=63 time=240 ms
64 bytes from 10.0.2.22: icmp_seq=534 ttl=63 time=188 ms
64 bytes from 10.0.2.22: icmp_seq=535 ttl=63 time=185 ms
64 bytes from 10.0.2.22: icmp_seq=536 ttl=63 time=184 ms
64 bytes from 10.0.2.22: icmp_seq=537 ttl=63 time=188 ms
64 bytes from 10.0.2.22: icmp_seq=538 ttl=63 time=186 ms
64 bytes from 10.0.2.22: icmp_seq=539 ttl=63 time=189 ms
64 bytes from 10.0.2.22: icmp_seq=540 ttl=63 time=193 ms
64 bytes from 10.0.2.22: icmp_seq=541 ttl=63 time=188 ms
64 bytes from 10.0.2.22: icmp_seq=542 ttl=63 time=187 ms
64 bytes from 10.0.2.22: icmp_seq=543 ttl=63 time=193 ms
64 bytes from 10.0.2.22: icmp_seq=544 ttl=63 time=191 ms
64 bytes from 10.0.2.22: icmp_seq=545 ttl=63 time=187 ms
64 bytes from 10.0.2.22: icmp_seq=546 ttl=63 time=193 ms
64 bytes from 10.0.2.22: icmp_seq=547 ttl=63 time=195 ms
64 bytes from 10.0.2.22: icmp_seq=548 ttl=63 time=195 ms
64 bytes from 10.0.2.22: icmp_seq=549 ttl=63 time=192 ms
64 bytes from 10.0.2.22: icmp_seq=550 ttl=63 time=195 ms
64 bytes from 10.0.2.22: icmp_seq=551 ttl=63 time=200 ms
64 bytes from 10.0.2.22: icmp_seq=552 ttl=63 time=203 ms
64 bytes from 10.0.2.22: icmp_seq=553 ttl=63 time=205 ms
64 bytes from 10.0.2.22: icmp_seq=554 ttl=63 time=199 ms
64 bytes from 10.0.2.22: icmp_seq=555 ttl=63 time=198 ms
