PING 10.0.2.22 (10.0.2.22) 56(84) bytes of data.
64 bytes from 10.0.2.22: icmp_seq=375 ttl=63 time=22.9 ms
64 bytes from 10.0.2.22: icmp_seq=376 ttl=63 time=26.4 ms
64 bytes from 10.0.2.22: icmp_seq=377 ttl=63 time=28.9 ms
64 bytes from 10.0.2.22: icmp_seq=378 ttl=63 time=34.1 ms
64 bytes from 10.0.2.22: icmp_seq=379 ttl=63 time=37.4 ms
64 bytes from 10.0.2.22: icmp_seq=380 ttl=63 time=38.7 ms
64 bytes from 10.0.2.22: icmp_seq=381 ttl=63 time=21.1 ms
64 bytes from 10.0.2.22: icmp_seq=382 ttl=63 time=25.5 ms
64 bytes from 10.0.2.22: icmp_seq=383 ttl=63 time=28.8 ms
64 bytes from 10.0.2.22: icmp_seq=384 ttl=63 time=36.2 ms
64 bytes from 10.0.2.22: icmp_seq=385 ttl=63 time=36.7 ms
64 bytes from 10.0.2.22: icmp_seq=386 ttl=63 time=22.8 ms
64 bytes from 10.0.2.22: icmp_seq=387 ttl=63 time=26.7 ms
64 bytes from 10.0.2.22: icmp_seq=388 ttl=63 time=28.6 ms
64 bytes from 10.0.2.22: icmp_seq=389 ttl=63 time=31.9 ms
64 bytes from 10.0.2.22: icmp_seq=390 ttl=63 time=43.8 ms
64 bytes from 10.0.2.22: icmp_seq=391 ttl=63 time=25.7 ms
64 bytes from 10.0.2.22: icmp_seq=392 ttl=63 time=26.3 ms
64 bytes from 10.0.2.22: icmp_seq=393 ttl=63 time=28.0 ms
64 bytes from 10.0.2.22: icmp_seq=394 ttl=63 time=34.7 ms
64 bytes from 10.0.2.22: icmp_seq=395 ttl=63 time=41.7 ms
64 bytes from 10.0.2.22: icmp_seq=396 ttl=63 time=39.9 ms
64 bytes from 10.0.2.22: icmp_seq=397 ttl=63 time=22.7 ms
64 bytes from 10.0.2.22: icmp_seq=398 ttl=63 time=24.7 ms
64 bytes from 10.0.2.22: icmp_seq=399 ttl=63 time=30.1 ms
64 bytes from 10.0.2.22: icmp_seq=400 ttl=63 time=36.8 ms
64 bytes from 10.0.2.22: icmp_seq=401 ttl=63 time=38.7 ms
64 bytes from 10.0.2.22: icmp_seq=402 ttl=63 time=42.9 ms
64 bytes from 10.0.2.22: icmp_seq=403 ttl=63 time=28.7 ms
64 bytes from 10.0.2.22: icmp_seq=404 ttl=63 time=25.1 ms
64 bytes from 10.0.2.22: icmp_seq=405 ttl=63 time=28.9 ms
64 bytes from 10.0.2.22: icmp_seq=406 ttl=63 time=35.1 ms
64 bytes from 10.0.2.22: icmp_seq=407 ttl=63 time=35.0 ms
64 bytes from 10.0.2.22: icmp_seq=408 ttl=63 time=21.5 ms
64 bytes from 10.0.2.22: icmp_seq=409 ttl=63 time=24.6 ms
64 bytes from 10.0.2.22: icmp_seq=410 ttl=63 time=30.1 ms
64 bytes from 10.0.2.22: icmp_seq=411 ttl=63 time=31.8 ms
64 bytes from 10.0.2.22: icmp_seq=412 ttl=63 time=37.2 ms
64 bytes from 10.0.2.22: icmp_seq=413 ttl=63 time=22.5 ms
64 bytes from 10.0.2.22: icmp_seq=414 ttl=63 time=23.8 ms
64 bytes from 10.0.2.22: icmp_seq=415 ttl=63 time=30.2 ms
64 bytes from 10.0.2.22: icmp_seq=416 ttl=63 time=31.9 ms
64 bytes from 10.0.2.22: icmp_seq=417 ttl=63 time=41.4 ms
64 bytes from 10.0.2.22: icmp_seq=418 ttl=63 time=23.1 ms
64 bytes from 10.0.2.22: icmp_seq=419 ttl=63 time=23.3 ms
64 bytes from 10.0.2.22: icmp_seq=420 ttl=63 time=30.3 ms
64 bytes from 10.0.2.22: icmp_seq=421 ttl=63 time=33.4 ms
64 bytes from 10.0.2.22: icmp_seq=422 ttl=63 time=35.8 ms
64 bytes from 10.0.2.22: icmp_seq=423 ttl=63 time=39.9 ms
64 bytes from 10.0.2.22: icmp_seq=424 ttl=63 time=24.5 ms
64 bytes from 10.0.2.22: icmp_seq=425 ttl=63 time=22.7 ms
64 bytes from 10.0.2.22: icmp_seq=426 ttl=63 time=27.2 ms
64 bytes from 10.0.2.22: icmp_seq=427 ttl=63 time=31.1 ms
64 bytes from 10.0.2.22: icmp_seq=428 ttl=63 time=35.3 ms
64 bytes from 10.0.2.22: icmp_seq=429 ttl=63 time=39.5 ms
64 bytes from 10.0.2.22: icmp_seq=430 ttl=63 time=21.4 ms
64 bytes from 10.0.2.22: icmp_seq=431 ttl=63 time=27.9 ms
64 bytes from 10.0.2.22: icmp_seq=432 ttl=63 time=29.3 ms
64 bytes from 10.0.2.22: icmp_seq=433 ttl=63 time=32.5 ms
64 bytes from 10.0.2.22: icmp_seq=434 ttl=63 time=39.3 ms
64 bytes from 10.0.2.22: icmp_seq=435 ttl=63 time=21.6 ms
64 bytes from 10.0.2.22: icmp_seq=436 ttl=63 time=26.1 ms
64 bytes from 10.0.2.22: icmp_seq=437 ttl=63 time=29.8 ms
64 bytes from 10.0.2.22: icmp_seq=438 ttl=63 time=33.8 ms
64 bytes from 10.0.2.22: icmp_seq=439 ttl=63 time=40.5 ms
64 bytes from 10.0.2.22: icmp_seq=440 ttl=63 time=37.8 ms
64 bytes from 10.0.2.22: icmp_seq=441 ttl=63 time=22.4 ms
64 bytes from 10.0.2.22: icmp_seq=442 ttl=63 time=29.0 ms
64 bytes from 10.0.2.22: icmp_seq=443 ttl=63 time=31.7 ms
64 bytes from 10.0.2.22: icmp_seq=444 ttl=63 time=33.5 ms
64 bytes from 10.0.2.22: icmp_seq=445 ttl=63 time=39.0 ms
64 bytes from 10.0.2.22: icmp_seq=446 ttl=63 time=22.4 ms
64 bytes from 10.0.2.22: icmp_seq=447 ttl=63 time=23.1 ms
64 bytes from 10.0.2.22: icmp_seq=448 ttl=63 time=27.8 ms
64 bytes from 10.0.2.22: icmp_seq=449 ttl=63 time=36.7 ms
64 bytes from 10.0.2.22: icmp_seq=450 ttl=63 time=39.1 ms
64 bytes from 10.0.2.22: icmp_seq=451 ttl=63 time=23.1 ms
64 bytes from 10.0.2.22: icmp_seq=452 ttl=63 time=26.7 ms
64 bytes from 10.0.2.22: icmp_seq=453 ttl=63 time=27.4 ms
64 bytes from 10.0.2.22: icmp_seq=454 ttl=63 time=32.1 ms
64 bytes from 10.0.2.22: icmp_seq=455 ttl=63 time=36.7 ms
64 bytes from 10.0.2.22: icmp_seq=456 ttl=63 time=38.1 ms
64 bytes from 10.0.2.22: icmp_seq=457 ttl=63 time=21.8 ms
64 bytes from 10.0.2.22: icmp_seq=458 ttl=63 time=24.3 ms
64 bytes from 10.0.2.22: icmp_seq=459 ttl=63 time=27.7 ms
64 bytes from 10.0.2.22: icmp_seq=460 ttl=63 time=32.1 ms
64 bytes from 10.0.2.22: icmp_seq=461 ttl=63 time=35.2 ms
64 bytes from 10.0.2.22: icmp_seq=462 ttl=63 time=37.1 ms
64 bytes from 10.0.2.22: icmp_seq=463 ttl=63 time=24.1 ms
64 bytes from 10.0.2.22: icmp_seq=464 ttl=63 time=24.7 ms
64 bytes from 10.0.2.22: icmp_seq=465 ttl=63 time=33.5 ms
64 bytes from 10.0.2.22: icmp_seq=466 ttl=63 time=33.4 ms
64 bytes from 10.0.2.22: icmp_seq=467 ttl=63 time=39.0 ms
64 bytes from 10.0.2.22: icmp_seq=468 ttl=63 time=23.0 ms
64 bytes from 10.0.2.22: icmp_seq=469 ttl=63 time=23.2 ms
64 bytes from 10.0.2.22: icmp_seq=470 ttl=63 time=33.1 ms
64 bytes from 10.0.2.22: icmp_seq=471 ttl=63 time=36.7 ms
64 bytes from 10.0.2.22: icmp_seq=472 ttl=63 time=102 ms
64 bytes from 10.0.2.22: icmp_seq=474 ttl=63 time=34.0 ms
64 bytes from 10.0.2.22: icmp_seq=475 ttl=63 time=21.9 ms
64 bytes from 10.0.2.22: icmp_seq=476 ttl=63 time=26.8 ms
64 bytes from 10.0.2.22: icmp_seq=477 ttl=63 time=23.5 ms
64 bytes from 10.0.2.22: icmp_seq=478 ttl=63 time=25.4 ms
64 bytes from 10.0.2.22: icmp_seq=479 ttl=63 time=31.1 ms
64 bytes from 10.0.2.22: icmp_seq=480 ttl=63 time=33.1 ms
64 bytes from 10.0.2.22: icmp_seq=481 ttl=63 time=36.1 ms
64 bytes from 10.0.2.22: icmp_seq=482 ttl=63 time=24.6 ms
64 bytes from 10.0.2.22: icmp_seq=483 ttl=63 time=25.4 ms
64 bytes from 10.0.2.22: icmp_seq=484 ttl=63 time=28.5 ms
64 bytes from 10.0.2.22: icmp_seq=485 ttl=63 time=31.3 ms
64 bytes from 10.0.2.22: icmp_seq=486 ttl=63 time=38.0 ms
64 bytes from 10.0.2.22: icmp_seq=488 ttl=63 time=28.6 ms
64 bytes from 10.0.2.22: icmp_seq=489 ttl=63 time=25.8 ms
64 bytes from 10.0.2.22: icmp_seq=490 ttl=63 time=29.9 ms
64 bytes from 10.0.2.22: icmp_seq=491 ttl=63 time=33.8 ms
64 bytes from 10.0.2.22: icmp_seq=494 ttl=63 time=23.4 ms
64 bytes from 10.0.2.22: icmp_seq=495 ttl=63 time=26.1 ms
64 bytes from 10.0.2.22: icmp_seq=496 ttl=63 time=29.3 ms
64 bytes from 10.0.2.22: icmp_seq=497 ttl=63 time=35.0 ms
64 bytes from 10.0.2.22: icmp_seq=498 ttl=63 time=35.5 ms
64 bytes from 10.0.2.22: icmp_seq=499 ttl=63 time=38.6 ms
64 bytes from 10.0.2.22: icmp_seq=500 ttl=63 time=23.1 ms
64 bytes from 10.0.2.22: icmp_seq=501 ttl=63 time=23.0 ms
64 bytes from 10.0.2.22: icmp_seq=502 ttl=63 time=27.1 ms
64 bytes from 10.0.2.22: icmp_seq=503 ttl=63 time=219 ms
64 bytes from 10.0.2.22: icmp_seq=504 ttl=63 time=43.5 ms
64 bytes from 10.0.2.22: icmp_seq=505 ttl=63 time=566 ms
64 bytes from 10.0.2.22: icmp_seq=506 ttl=63 time=36.3 ms
64 bytes from 10.0.2.22: icmp_seq=507 ttl=63 time=21.4 ms
64 bytes from 10.0.2.22: icmp_seq=508 ttl=63 time=27.9 ms
64 bytes from 10.0.2.22: icmp_seq=509 ttl=63 time=28.2 ms
64 bytes from 10.0.2.22: icmp_seq=510 ttl=63 time=31.2 ms
64 bytes from 10.0.2.22: icmp_seq=511 ttl=63 time=37.2 ms
64 bytes from 10.0.2.22: icmp_seq=512 ttl=63 time=35.4 ms
64 bytes from 10.0.2.22: icmp_seq=513 ttl=63 time=23.3 ms
64 bytes from 10.0.2.22: icmp_seq=514 ttl=63 time=29.9 ms
64 bytes from 10.0.2.22: icmp_seq=515 ttl=63 time=34.5 ms
64 bytes from 10.0.2.22: icmp_seq=516 ttl=63 time=35.4 ms
64 bytes from 10.0.2.22: icmp_seq=517 ttl=63 time=37.6 ms
64 bytes from 10.0.2.22: icmp_seq=519 ttl=63 time=67.9 ms
64 bytes from 10.0.2.22: icmp_seq=520 ttl=63 time=27.3 ms
64 bytes from 10.0.2.22: icmp_seq=521 ttl=63 time=29.2 ms
64 bytes from 10.0.2.22: icmp_seq=522 ttl=63 time=30.2 ms
64 bytes from 10.0.2.22: icmp_seq=523 ttl=63 time=34.5 ms
64 bytes from 10.0.2.22: icmp_seq=524 ttl=63 time=34.0 ms
64 bytes from 10.0.2.22: icmp_seq=526 ttl=63 time=22.1 ms
64 bytes from 10.0.2.22: icmp_seq=527 ttl=63 time=30.6 ms
64 bytes from 10.0.2.22: icmp_seq=528 ttl=63 time=29.0 ms
64 bytes from 10.0.2.22: icmp_seq=529 ttl=63 time=87.6 ms
64 bytes from 10.0.2.22: icmp_seq=531 ttl=63 time=39.1 ms
64 bytes from 10.0.2.22: icmp_seq=532 ttl=63 time=26.9 ms
64 bytes from 10.0.2.22: icmp_seq=533 ttl=63 time=25.5 ms
64 bytes from 10.0.2.22: icmp_seq=534 ttl=63 time=28.1 ms
64 bytes from 10.0.2.22: icmp_seq=535 ttl=63 time=26.6 ms
64 bytes from 10.0.2.22: icmp_seq=536 ttl=63 time=35.1 ms
64 bytes from 10.0.2.22: icmp_seq=537 ttl=63 time=37.8 ms
64 bytes from 10.0.2.22: icmp_seq=538 ttl=63 time=42.6 ms
64 bytes from 10.0.2.22: icmp_seq=539 ttl=63 time=21.7 ms
64 bytes from 10.0.2.22: icmp_seq=540 ttl=63 time=25.3 ms
64 bytes from 10.0.2.22: icmp_seq=541 ttl=63 time=29.9 ms
64 bytes from 10.0.2.22: icmp_seq=542 ttl=63 time=32.0 ms
64 bytes from 10.0.2.22: icmp_seq=543 ttl=63 time=45.5 ms
64 bytes from 10.0.2.22: icmp_seq=544 ttl=63 time=42.5 ms
64 bytes from 10.0.2.22: icmp_seq=545 ttl=63 time=24.4 ms
64 bytes from 10.0.2.22: icmp_seq=546 ttl=63 time=27.5 ms
64 bytes from 10.0.2.22: icmp_seq=547 ttl=63 time=30.5 ms
64 bytes from 10.0.2.22: icmp_seq=548 ttl=63 time=34.2 ms
64 bytes from 10.0.2.22: icmp_seq=549 ttl=63 time=34.9 ms
64 bytes from 10.0.2.22: icmp_seq=550 ttl=63 time=34.5 ms
64 bytes from 10.0.2.22: icmp_seq=551 ttl=63 time=23.0 ms
64 bytes from 10.0.2.22: icmp_seq=552 ttl=63 time=30.7 ms
