PING 10.0.2.22 (10.0.2.22) 56(84) bytes of data.
64 bytes from 10.0.2.22: icmp_seq=70 ttl=63 time=43.3 ms
64 bytes from 10.0.2.22: icmp_seq=71 ttl=63 time=28.0 ms
64 bytes from 10.0.2.22: icmp_seq=72 ttl=63 time=29.2 ms
64 bytes from 10.0.2.22: icmp_seq=73 ttl=63 time=30.2 ms
64 bytes from 10.0.2.22: icmp_seq=74 ttl=63 time=36.8 ms
64 bytes from 10.0.2.22: icmp_seq=75 ttl=63 time=37.9 ms
64 bytes from 10.0.2.22: icmp_seq=76 ttl=63 time=47.6 ms
64 bytes from 10.0.2.22: icmp_seq=77 ttl=63 time=24.1 ms
64 bytes from 10.0.2.22: icmp_seq=78 ttl=63 time=24.4 ms
64 bytes from 10.0.2.22: icmp_seq=79 ttl=63 time=34.5 ms
64 bytes from 10.0.2.22: icmp_seq=80 ttl=63 time=33.2 ms
64 bytes from 10.0.2.22: icmp_seq=81 ttl=63 time=38.6 ms
64 bytes from 10.0.2.22: icmp_seq=82 ttl=63 time=40.8 ms
64 bytes from 10.0.2.22: icmp_seq=83 ttl=63 time=23.0 ms
64 bytes from 10.0.2.22: icmp_seq=84 ttl=63 time=27.7 ms
64 bytes from 10.0.2.22: icmp_seq=85 ttl=63 time=30.0 ms
64 bytes from 10.0.2.22: icmp_seq=86 ttl=63 time=38.2 ms
64 bytes from 10.0.2.22: icmp_seq=87 ttl=63 time=35.5 ms
64 bytes from 10.0.2.22: icmp_seq=88 ttl=63 time=39.4 ms
64 bytes from 10.0.2.22: icmp_seq=89 ttl=63 time=24.7 ms
64 bytes from 10.0.2.22: icmp_seq=90 ttl=63 time=25.2 ms
64 bytes from 10.0.2.22: icmp_seq=91 ttl=63 time=29.5 ms
64 bytes from 10.0.2.22: icmp_seq=92 ttl=63 time=35.1 ms
64 bytes from 10.0.2.22: icmp_seq=93 ttl=63 time=41.0 ms
64 bytes from 10.0.2.22: icmp_seq=94 ttl=63 time=22.9 ms
64 bytes from 10.0.2.22: icmp_seq=95 ttl=63 time=24.3 ms
64 bytes from 10.0.2.22: icmp_seq=96 ttl=63 time=27.5 ms
64 bytes from 10.0.2.22: icmp_seq=97 ttl=63 time=33.0 ms
64 bytes from 10.0.2.22: icmp_seq=98 ttl=63 time=38.2 ms
64 bytes from 10.0.2.22: icmp_seq=99 ttl=63 time=36.0 ms
64 bytes from 10.0.2.22: icmp_seq=100 ttl=63 time=23.5 ms
64 bytes from 10.0.2.22: icmp_seq=101 ttl=63 time=29.9 ms
64 bytes from 10.0.2.22: icmp_seq=102 ttl=63 time=38.3 ms
64 bytes from 10.0.2.22: icmp_seq=103 ttl=63 time=33.8 ms
64 bytes from 10.0.2.22: icmp_seq=104 ttl=63 time=40.4 ms
64 bytes from 10.0.2.22: icmp_seq=105 ttl=63 time=21.2 ms
64 bytes from 10.0.2.22: icmp_seq=106 ttl=63 time=27.3 ms
64 bytes from 10.0.2.22: icmp_seq=107 ttl=63 time=27.8 ms
64 bytes from 10.0.2.22: icmp_seq=108 ttl=63 time=34.7 ms
64 bytes from 10.0.2.22: icmp_seq=109 ttl=63 time=37.9 ms
64 bytes from 10.0.2.22: icmp_seq=110 ttl=63 time=41.0 ms
64 bytes from 10.0.2.22: icmp_seq=111 ttl=63 time=26.9 ms
64 bytes from 10.0.2.22: icmp_seq=112 ttl=63 time=22.5 ms
64 bytes from 10.0.2.22: icmp_seq=113 ttl=63 time=24.3 ms
64 bytes from 10.0.2.22: icmp_seq=114 ttl=63 time=23.1 ms
64 bytes from 10.0.2.22: icmp_seq=115 ttl=63 time=26.0 ms
64 bytes from 10.0.2.22: icmp_seq=116 ttl=63 time=32.0 ms
64 bytes from 10.0.2.22: icmp_seq=117 ttl=63 time=35.5 ms
64 bytes from 10.0.2.22: icmp_seq=119 ttl=63 time=24.2 ms
64 bytes from 10.0.2.22: icmp_seq=120 ttl=63 time=28.0 ms
64 bytes from 10.0.2.22: icmp_seq=121 ttl=63 time=31.6 ms
64 bytes from 10.0.2.22: icmp_seq=122 ttl=63 time=30.4 ms
64 bytes from 10.0.2.22: icmp_seq=123 ttl=63 time=35.7 ms
64 bytes from 10.0.2.22: icmp_seq=124 ttl=63 time=21.5 ms
64 bytes from 10.0.2.22: icmp_seq=125 ttl=63 time=25.3 ms
64 bytes from 10.0.2.22: icmp_seq=126 ttl=63 time=29.0 ms
64 bytes from 10.0.2.22: icmp_seq=127 ttl=63 time=36.0 ms
64 bytes from 10.0.2.22: icmp_seq=128 ttl=63 time=39.8 ms
64 bytes from 10.0.2.22: icmp_seq=129 ttl=63 time=22.7 ms
64 bytes from 10.0.2.22: icmp_seq=130 ttl=63 time=21.8 ms
64 bytes from 10.0.2.22: icmp_seq=131 ttl=63 time=32.4 ms
64 bytes from 10.0.2.22: icmp_seq=132 ttl=63 time=33.8 ms
64 bytes from 10.0.2.22: icmp_seq=133 ttl=63 time=39.0 ms
64 bytes from 10.0.2.22: icmp_seq=135 ttl=63 time=20.8 ms
64 bytes from 10.0.2.22: icmp_seq=136 ttl=63 time=27.3 ms
64 bytes from 10.0.2.22: icmp_seq=137 ttl=63 time=33.1 ms
64 bytes from 10.0.2.22: icmp_seq=138 ttl=63 time=33.8 ms
64 bytes from 10.0.2.22: icmp_seq=139 ttl=63 time=39.3 ms
64 bytes from 10.0.2.22: icmp_seq=140 ttl=63 time=24.4 ms
64 bytes from 10.0.2.22: icmp_seq=141 ttl=63 time=25.8 ms
64 bytes from 10.0.2.22: icmp_seq=142 ttl=63 time=29.9 ms
64 bytes from 10.0.2.22: icmp_seq=143 ttl=63 time=77.3 ms
64 bytes from 10.0.2.22: icmp_seq=144 ttl=63 time=34.9 ms
64 bytes from 10.0.2.22: icmp_seq=145 ttl=63 time=37.3 ms
64 bytes from 10.0.2.22: icmp_seq=146 ttl=63 time=27.4 ms
64 bytes from 10.0.2.22: icmp_seq=147 ttl=63 time=28.1 ms
64 bytes from 10.0.2.22: icmp_seq=148 ttl=63 time=28.6 ms
64 bytes from 10.0.2.22: icmp_seq=149 ttl=63 time=34.2 ms
64 bytes from 10.0.2.22: icmp_seq=150 ttl=63 time=34.6 ms
64 bytes from 10.0.2.22: icmp_seq=151 ttl=63 time=23.6 ms
64 bytes from 10.0.2.22: icmp_seq=152 ttl=63 time=26.9 ms
64 bytes from 10.0.2.22: icmp_seq=153 ttl=63 time=28.6 ms
64 bytes from 10.0.2.22: icmp_seq=154 ttl=63 time=32.0 ms
64 bytes from 10.0.2.22: icmp_seq=155 ttl=63 time=35.2 ms
64 bytes from 10.0.2.22: icmp_seq=156 ttl=63 time=24.7 ms
64 bytes from 10.0.2.22: icmp_seq=157 ttl=63 time=25.5 ms
64 bytes from 10.0.2.22: icmp_seq=158 ttl=63 time=34.2 ms
64 bytes from 10.0.2.22: icmp_seq=159 ttl=63 time=28.8 ms
64 bytes from 10.0.2.22: icmp_seq=160 ttl=63 time=37.6 ms
64 bytes from 10.0.2.22: icmp_seq=162 ttl=63 time=23.2 ms
64 bytes from 10.0.2.22: icmp_seq=163 ttl=63 time=28.1 ms
64 bytes from 10.0.2.22: icmp_seq=164 ttl=63 time=31.3 ms
64 bytes from 10.0.2.22: icmp_seq=165 ttl=63 time=30.6 ms
64 bytes from 10.0.2.22: icmp_seq=166 ttl=63 time=37.5 ms
64 bytes from 10.0.2.22: icmp_seq=167 ttl=63 time=31.6 ms
64 bytes from 10.0.2.22: icmp_seq=168 ttl=63 time=25.0 ms
64 bytes from 10.0.2.22: icmp_seq=169 ttl=63 time=27.7 ms
64 bytes from 10.0.2.22: icmp_seq=170 ttl=63 time=32.2 ms
64 bytes from 10.0.2.22: icmp_seq=171 ttl=63 time=39.1 ms
64 bytes from 10.0.2.22: icmp_seq=172 ttl=63 time=37.4 ms
64 bytes from 10.0.2.22: icmp_seq=173 ttl=63 time=24.2 ms
64 bytes from 10.0.2.22: icmp_seq=174 ttl=63 time=28.5 ms
64 bytes from 10.0.2.22: icmp_seq=175 ttl=63 time=32.6 ms
64 bytes from 10.0.2.22: icmp_seq=176 ttl=63 time=38.9 ms
64 bytes from 10.0.2.22: icmp_seq=177 ttl=63 time=38.2 ms
64 bytes from 10.0.2.22: icmp_seq=178 ttl=63 time=22.8 ms
64 bytes from 10.0.2.22: icmp_seq=179 ttl=63 time=25.4 ms
64 bytes from 10.0.2.22: icmp_seq=180 ttl=63 time=31.1 ms
64 bytes from 10.0.2.22: icmp_seq=181 ttl=63 time=31.2 ms
64 bytes from 10.0.2.22: icmp_seq=182 ttl=63 time=33.1 ms
64 bytes from 10.0.2.22: icmp_seq=183 ttl=63 time=36.4 ms
64 bytes from 10.0.2.22: icmp_seq=184 ttl=63 time=26.2 ms
64 bytes from 10.0.2.22: icmp_seq=185 ttl=63 time=28.0 ms
64 bytes from 10.0.2.22: icmp_seq=186 ttl=63 time=29.6 ms
64 bytes from 10.0.2.22: icmp_seq=187 ttl=63 time=33.8 ms
64 bytes from 10.0.2.22: icmp_seq=188 ttl=63 time=36.6 ms
64 bytes from 10.0.2.22: icmp_seq=189 ttl=63 time=38.9 ms
64 bytes from 10.0.2.22: icmp_seq=190 ttl=63 time=20.7 ms
64 bytes from 10.0.2.22: icmp_seq=191 ttl=63 time=27.1 ms
64 bytes from 10.0.2.22: icmp_seq=192 ttl=63 time=30.4 ms
64 bytes from 10.0.2.22: icmp_seq=193 ttl=63 time=37.3 ms
64 bytes from 10.0.2.22: icmp_seq=194 ttl=63 time=37.6 ms
64 bytes from 10.0.2.22: icmp_seq=195 ttl=63 time=23.4 ms
64 bytes from 10.0.2.22: icmp_seq=196 ttl=63 time=25.2 ms
64 bytes from 10.0.2.22: icmp_seq=197 ttl=63 time=29.3 ms
64 bytes from 10.0.2.22: icmp_seq=198 ttl=63 time=33.2 ms
64 bytes from 10.0.2.22: icmp_seq=199 ttl=63 time=36.4 ms
64 bytes from 10.0.2.22: icmp_seq=200 ttl=63 time=20.6 ms
64 bytes from 10.0.2.22: icmp_seq=201 ttl=63 time=25.3 ms
64 bytes from 10.0.2.22: icmp_seq=202 ttl=63 time=28.6 ms
64 bytes from 10.0.2.22: icmp_seq=203 ttl=63 time=34.1 ms
64 bytes from 10.0.2.22: icmp_seq=204 ttl=63 time=35.6 ms
64 bytes from 10.0.2.22: icmp_seq=205 ttl=63 time=37.1 ms
64 bytes from 10.0.2.22: icmp_seq=206 ttl=63 time=21.4 ms
64 bytes from 10.0.2.22: icmp_seq=207 ttl=63 time=29.1 ms
64 bytes from 10.0.2.22: icmp_seq=208 ttl=63 time=28.7 ms
64 bytes from 10.0.2.22: icmp_seq=209 ttl=63 time=33.4 ms
64 bytes from 10.0.2.22: icmp_seq=210 ttl=63 time=37.8 ms
64 bytes from 10.0.2.22: icmp_seq=211 ttl=63 time=21.2 ms
64 bytes from 10.0.2.22: icmp_seq=212 ttl=63 time=24.2 ms
64 bytes from 10.0.2.22: icmp_seq=213 ttl=63 time=29.5 ms
64 bytes from 10.0.2.22: icmp_seq=214 ttl=63 time=33.9 ms
64 bytes from 10.0.2.22: icmp_seq=215 ttl=63 time=35.6 ms
64 bytes from 10.0.2.22: icmp_seq=217 ttl=63 time=21.8 ms
64 bytes from 10.0.2.22: icmp_seq=218 ttl=63 time=27.1 ms
64 bytes from 10.0.2.22: icmp_seq=219 ttl=63 time=30.4 ms
64 bytes from 10.0.2.22: icmp_seq=220 ttl=63 time=34.1 ms
64 bytes from 10.0.2.22: icmp_seq=221 ttl=63 time=38.6 ms
64 bytes from 10.0.2.22: icmp_seq=222 ttl=63 time=24.9 ms
64 bytes from 10.0.2.22: icmp_seq=223 ttl=63 time=25.8 ms
64 bytes from 10.0.2.22: icmp_seq=224 ttl=63 time=28.9 ms
64 bytes from 10.0.2.22: icmp_seq=225 ttl=63 time=34.3 ms
64 bytes from 10.0.2.22: icmp_seq=226 ttl=63 time=35.4 ms
64 bytes from 10.0.2.22: icmp_seq=227 ttl=63 time=24.3 ms
64 bytes from 10.0.2.22: icmp_seq=228 ttl=63 time=26.2 ms
64 bytes from 10.0.2.22: icmp_seq=229 ttl=63 time=30.8 ms
64 bytes from 10.0.2.22: icmp_seq=230 ttl=63 time=33.8 ms
64 bytes from 10.0.2.22: icmp_seq=231 ttl=63 time=35.3 ms
64 bytes from 10.0.2.22: icmp_seq=232 ttl=63 time=22.5 ms
64 bytes from 10.0.2.22: icmp_seq=233 ttl=63 time=23.9 ms
64 bytes from 10.0.2.22: icmp_seq=234 ttl=63 time=29.8 ms
64 bytes from 10.0.2.22: icmp_seq=235 ttl=63 time=36.1 ms
64 bytes from 10.0.2.22: icmp_seq=236 ttl=63 time=36.9 ms
64 bytes from 10.0.2.22: icmp_seq=239 ttl=63 time=25.9 ms
64 bytes from 10.0.2.22: icmp_seq=240 ttl=63 time=30.6 ms
64 bytes from 10.0.2.22: icmp_seq=241 ttl=63 time=33.9 ms
64 bytes from 10.0.2.22: icmp_seq=243 ttl=63 time=38.0 ms
64 bytes from 10.0.2.22: icmp_seq=244 ttl=63 time=30.7 ms
64 bytes from 10.0.2.22: icmp_seq=245 ttl=63 time=27.9 ms
64 bytes from 10.0.2.22: icmp_seq=246 ttl=63 time=31.6 ms
64 bytes from 10.0.2.22: icmp_seq=247 ttl=63 time=35.6 ms
64 bytes from 10.0.2.22: icmp_seq=248 ttl=63 time=37.6 ms
64 bytes from 10.0.2.22: icmp_seq=249 ttl=63 time=24.9 ms
64 bytes from 10.0.2.22: icmp_seq=250 ttl=63 time=23.4 ms
64 bytes from 10.0.2.22: icmp_seq=251 ttl=63 time=30.2 ms
64 bytes from 10.0.2.22: icmp_seq=252 ttl=63 time=32.9 ms
64 bytes from 10.0.2.22: icmp_seq=253 ttl=63 time=34.8 ms
64 bytes from 10.0.2.22: icmp_seq=254 ttl=63 time=42.2 ms
64 bytes from 10.0.2.22: icmp_seq=255 ttl=63 time=27.9 ms
64 bytes from 10.0.2.22: icmp_seq=256 ttl=63 time=26.8 ms
64 bytes from 10.0.2.22: icmp_seq=257 ttl=63 time=32.7 ms
64 bytes from 10.0.2.22: icmp_seq=258 ttl=63 time=32.6 ms
64 bytes from 10.0.2.22: icmp_seq=259 ttl=63 time=34.0 ms
64 bytes from 10.0.2.22: icmp_seq=260 ttl=63 time=39.4 ms
64 bytes from 10.0.2.22: icmp_seq=261 ttl=63 time=23.3 ms
64 bytes from 10.0.2.22: icmp_seq=262 ttl=63 time=25.7 ms
64 bytes from 10.0.2.22: icmp_seq=263 ttl=63 time=30.4 ms
64 bytes from 10.0.2.22: icmp_seq=264 ttl=63 time=32.3 ms
64 bytes from 10.0.2.22: icmp_seq=266 ttl=63 time=38.7 ms
64 bytes from 10.0.2.22: icmp_seq=267 ttl=63 time=29.4 ms
64 bytes from 10.0.2.22: icmp_seq=268 ttl=63 time=26.5 ms
64 bytes from 10.0.2.22: icmp_seq=269 ttl=63 time=31.7 ms
64 bytes from 10.0.2.22: icmp_seq=270 ttl=63 time=34.6 ms
64 bytes from 10.0.2.22: icmp_seq=271 ttl=63 time=36.5 ms
64 bytes from 10.0.2.22: icmp_seq=272 ttl=63 time=21.4 ms
64 bytes from 10.0.2.22: icmp_seq=273 ttl=63 time=26.0 ms
64 bytes from 10.0.2.22: icmp_seq=274 ttl=63 time=29.0 ms
64 bytes from 10.0.2.22: icmp_seq=275 ttl=63 time=34.8 ms
64 bytes from 10.0.2.22: icmp_seq=276 ttl=63 time=38.9 ms
64 bytes from 10.0.2.22: icmp_seq=278 ttl=63 time=23.9 ms
64 bytes from 10.0.2.22: icmp_seq=279 ttl=63 time=26.2 ms
64 bytes from 10.0.2.22: icmp_seq=280 ttl=63 time=33.1 ms
64 bytes from 10.0.2.22: icmp_seq=281 ttl=63 time=32.1 ms
64 bytes from 10.0.2.22: icmp_seq=283 ttl=63 time=38.5 ms
64 bytes from 10.0.2.22: icmp_seq=284 ttl=63 time=27.1 ms
64 bytes from 10.0.2.22: icmp_seq=285 ttl=63 time=22.3 ms
64 bytes from 10.0.2.22: icmp_seq=286 ttl=63 time=29.5 ms
64 bytes from 10.0.2.22: icmp_seq=287 ttl=63 time=32.0 ms
64 bytes from 10.0.2.22: icmp_seq=288 ttl=63 time=36.1 ms
64 bytes from 10.0.2.22: icmp_seq=289 ttl=63 time=22.3 ms
64 bytes from 10.0.2.22: icmp_seq=290 ttl=63 time=23.6 ms
64 bytes from 10.0.2.22: icmp_seq=291 ttl=63 time=28.8 ms
64 bytes from 10.0.2.22: icmp_seq=292 ttl=63 time=34.3 ms
64 bytes from 10.0.2.22: icmp_seq=293 ttl=63 time=35.3 ms
64 bytes from 10.0.2.22: icmp_seq=294 ttl=63 time=23.7 ms
64 bytes from 10.0.2.22: icmp_seq=295 ttl=63 time=27.3 ms
64 bytes from 10.0.2.22: icmp_seq=296 ttl=63 time=35.9 ms
64 bytes from 10.0.2.22: icmp_seq=297 ttl=63 time=32.1 ms
64 bytes from 10.0.2.22: icmp_seq=298 ttl=63 time=36.2 ms
64 bytes from 10.0.2.22: icmp_seq=301 ttl=63 time=23.7 ms
64 bytes from 10.0.2.22: icmp_seq=302 ttl=63 time=29.8 ms
64 bytes from 10.0.2.22: icmp_seq=303 ttl=63 time=32.1 ms
64 bytes from 10.0.2.22: icmp_seq=304 ttl=63 time=37.2 ms
64 bytes from 10.0.2.22: icmp_seq=305 ttl=63 time=40.8 ms
64 bytes from 10.0.2.22: icmp_seq=306 ttl=63 time=22.3 ms
64 bytes from 10.0.2.22: icmp_seq=307 ttl=63 time=22.9 ms
64 bytes from 10.0.2.22: icmp_seq=308 ttl=63 time=28.1 ms
64 bytes from 10.0.2.22: icmp_seq=309 ttl=63 time=29.7 ms
64 bytes from 10.0.2.22: icmp_seq=310 ttl=63 time=37.1 ms
64 bytes from 10.0.2.22: icmp_seq=311 ttl=63 time=120 ms
64 bytes from 10.0.2.22: icmp_seq=312 ttl=63 time=22.6 ms
64 bytes from 10.0.2.22: icmp_seq=313 ttl=63 time=24.2 ms
64 bytes from 10.0.2.22: icmp_seq=314 ttl=63 time=28.6 ms
64 bytes from 10.0.2.22: icmp_seq=315 ttl=63 time=35.2 ms
64 bytes from 10.0.2.22: icmp_seq=316 ttl=63 time=35.7 ms
64 bytes from 10.0.2.22: icmp_seq=317 ttl=63 time=22.4 ms
64 bytes from 10.0.2.22: icmp_seq=318 ttl=63 time=25.4 ms
64 bytes from 10.0.2.22: icmp_seq=319 ttl=63 time=29.6 ms
64 bytes from 10.0.2.22: icmp_seq=320 ttl=63 time=33.4 ms
64 bytes from 10.0.2.22: icmp_seq=321 ttl=63 time=40.5 ms
64 bytes from 10.0.2.22: icmp_seq=322 ttl=63 time=32.2 ms
64 bytes from 10.0.2.22: icmp_seq=323 ttl=63 time=23.8 ms
64 bytes from 10.0.2.22: icmp_seq=324 ttl=63 time=28.5 ms
64 bytes from 10.0.2.22: icmp_seq=325 ttl=63 time=35.3 ms
64 bytes from 10.0.2.22: icmp_seq=326 ttl=63 time=37.0 ms
64 bytes from 10.0.2.22: icmp_seq=327 ttl=63 time=38.5 ms
64 bytes from 10.0.2.22: icmp_seq=328 ttl=63 time=25.4 ms
64 bytes from 10.0.2.22: icmp_seq=329 ttl=63 time=24.8 ms
64 bytes from 10.0.2.22: icmp_seq=330 ttl=63 time=27.7 ms
64 bytes from 10.0.2.22: icmp_seq=331 ttl=63 time=35.6 ms
64 bytes from 10.0.2.22: icmp_seq=332 ttl=63 time=37.3 ms
64 bytes from 10.0.2.22: icmp_seq=333 ttl=63 time=38.7 ms
64 bytes from 10.0.2.22: icmp_seq=334 ttl=63 time=21.1 ms
64 bytes from 10.0.2.22: icmp_seq=335 ttl=63 time=25.5 ms
64 bytes from 10.0.2.22: icmp_seq=336 ttl=63 time=28.9 ms
64 bytes from 10.0.2.22: icmp_seq=337 ttl=63 time=33.3 ms
64 bytes from 10.0.2.22: icmp_seq=338 ttl=63 time=37.8 ms
64 bytes from 10.0.2.22: icmp_seq=340 ttl=63 time=22.6 ms
64 bytes from 10.0.2.22: icmp_seq=341 ttl=63 time=27.6 ms
64 bytes from 10.0.2.22: icmp_seq=342 ttl=63 time=30.3 ms
64 bytes from 10.0.2.22: icmp_seq=343 ttl=63 time=32.9 ms
64 bytes from 10.0.2.22: icmp_seq=345 ttl=63 time=34.9 ms
64 bytes from 10.0.2.22: icmp_seq=346 ttl=63 time=25.3 ms
64 bytes from 10.0.2.22: icmp_seq=347 ttl=63 time=30.7 ms
64 bytes from 10.0.2.22: icmp_seq=348 ttl=63 time=27.8 ms
64 bytes from 10.0.2.22: icmp_seq=349 ttl=63 time=35.7 ms
64 bytes from 10.0.2.22: icmp_seq=350 ttl=63 time=36.4 ms
64 bytes from 10.0.2.22: icmp_seq=351 ttl=63 time=42.9 ms
64 bytes from 10.0.2.22: icmp_seq=353 ttl=63 time=406 ms
64 bytes from 10.0.2.22: icmp_seq=354 ttl=63 time=27.4 ms
64 bytes from 10.0.2.22: icmp_seq=355 ttl=63 time=31.2 ms
64 bytes from 10.0.2.22: icmp_seq=356 ttl=63 time=29.3 ms
64 bytes from 10.0.2.22: icmp_seq=357 ttl=63 time=31.8 ms
64 bytes from 10.0.2.22: icmp_seq=358 ttl=63 time=40.3 ms
64 bytes from 10.0.2.22: icmp_seq=359 ttl=63 time=25.6 ms
64 bytes from 10.0.2.22: icmp_seq=360 ttl=63 time=23.1 ms
64 bytes from 10.0.2.22: icmp_seq=361 ttl=63 time=31.0 ms
64 bytes from 10.0.2.22: icmp_seq=362 ttl=63 time=31.5 ms
64 bytes from 10.0.2.22: icmp_seq=363 ttl=63 time=37.9 ms
64 bytes from 10.0.2.22: icmp_seq=364 ttl=63 time=38.7 ms
64 bytes from 10.0.2.22: icmp_seq=365 ttl=63 time=20.9 ms
64 bytes from 10.0.2.22: icmp_seq=366 ttl=63 time=25.5 ms
64 bytes from 10.0.2.22: icmp_seq=367 ttl=63 time=32.5 ms
64 bytes from 10.0.2.22: icmp_seq=368 ttl=63 time=35.4 ms
64 bytes from 10.0.2.22: icmp_seq=369 ttl=63 time=38.9 ms
64 bytes from 10.0.2.22: icmp_seq=370 ttl=63 time=22.0 ms
64 bytes from 10.0.2.22: icmp_seq=371 ttl=63 time=28.1 ms
64 bytes from 10.0.2.22: icmp_seq=372 ttl=63 time=30.5 ms
64 bytes from 10.0.2.22: icmp_seq=373 ttl=63 time=34.7 ms
64 bytes from 10.0.2.22: icmp_seq=374 ttl=63 time=36.2 ms
