1586364540.056659, 0
1586364540.071278, 0
1586364540.084765, 0
1586364540.098210, 0
1586364540.115099, 0
1586364540.129110, 0
1586364540.143988, 1
1586364540.157591, 2
1586364540.172049, 0
1586364540.185437, 2
1586364540.199732, 5
1586364540.214207, 5
1586364540.228410, 6
1586364540.244522, 10
1586364540.258994, 8
1586364540.273063, 9
1586364540.289888, 9
1586364540.304148, 10
1586364540.318721, 6
1586364540.332411, 9
1586364540.346070, 10
1586364540.360094, 7
1586364540.373626, 10
1586364540.387744, 10
1586364540.401634, 7
1586364540.416606, 4
1586364540.430423, 4
1586364540.444330, 5
1586364540.457939, 2
1586364540.472599, 3
1586364540.486786, 2
1586364540.545827, 4
1586364540.566073, 5
1586364540.587742, 3
1586364540.607346, 4
1586364540.627492, 3
1586364540.648296, 5
1586364540.668035, 5
1586364540.687658, 4
1586364540.707308, 5
1586364540.727529, 5
1586364540.747714, 7
1586364540.768753, 6
1586364540.790565, 6
1586364540.811783, 4
1586364540.836456, 6
1586364540.856600, 8
1586364540.879382, 6
1586364540.893540, 6
1586364540.907007, 6
1586364540.920847, 7
1586364540.935869, 7
1586364540.950695, 8
1586364540.965346, 10
1586364540.979656, 7
1586364540.995258, 9
1586364541.010542, 7
1586364541.260290, 9
1586364541.279846, 7
1586364541.299596, 7
1586364541.319886, 2
1586364541.341855, 3
1586364541.361486, 4
1586364541.376437, 2
1586364541.391751, 2
1586364541.408287, 3
1586364541.422723, 2
1586364541.436469, 3
1586364541.455056, 2
1586364541.468828, 5
1586364541.483461, 3
1586364541.499078, 3
1586364541.514887, 4
1586364541.530694, 3
1586364541.545827, 5
1586364541.559540, 3
1586364541.575048, 4
1586364541.589787, 4
1586364541.604476, 6
1586364541.619438, 7
1586364541.632736, 5
1586364541.647435, 6
1586364541.663157, 7
1586364541.677003, 10
1586364541.691372, 5
1586364541.707197, 5
1586364541.723055, 6
1586364541.737542, 2
1586364541.752073, 2
1586364541.766837, 2
1586364541.780433, 2
1586364541.795075, 3
1586364541.809430, 1
1586364541.823123, 4
1586364541.837125, 2
1586364541.850749, 2
1586364541.865379, 1
1586364541.878863, 4
1586364541.892653, 2
1586364541.907556, 4
1586364541.921513, 2
1586364541.935561, 3
1586364541.951049, 2
1586364541.964619, 3
1586364541.978303, 4
1586364541.991883, 5
1586364542.005852, 6
1586364542.019721, 7
1586364542.037226, 6
1586364542.056890, 6
1586364542.071028, 7
1586364542.084301, 7
1586364542.098061, 6
1586364542.112205, 8
1586364542.126764, 7
1586364542.140792, 8
1586364542.156421, 6
1586364542.171088, 7
1586364542.187061, 9
1586364542.200671, 7
1586364542.215281, 6
1586364542.229531, 8
1586364542.243766, 8
1586364542.259200, 8
1586364542.278737, 9
1586364542.299716, 7
1586364542.323130, 7
1586364542.343371, 4
1586364542.364749, 2
1586364542.387102, 3
1586364542.407306, 2
1586364542.428068, 4
1586364542.447746, 2
1586364542.469571, 3
1586364542.490407, 3
1586364542.511696, 4
1586364542.532597, 4
1586364542.551707, 5
1586364542.571312, 7
1586364542.591598, 6
1586364542.612427, 6
1586364542.633262, 7
1586364542.652633, 6
1586364542.671045, 7
1586364542.686671, 8
1586364542.700702, 6
1586364542.714206, 8
1586364542.728164, 7
1586364542.741562, 8
1586364542.761012, 8
1586364542.779821, 9
1586364542.799094, 8
1586364542.818019, 8
1586364542.837914, 7
