1,44.2
4,23.8
5,23.1
6,24.7
7,31.5
8,31.1
9,40.6
10,35.6
11,26.2
12,35.9
13,32.1
14,33.6
15,25.0
16,29.6
17,27.4
18,35.2
19,37.7
20,39.6
21,29.3
22,25.5
23,28.4
24,34.8
25,37.8
26,21.3
27,29.9
28,31.9
29,32.6
30,37.2
31,23.4
32,20.9
33,29.0
34,34.8
35,35.7
36,21.5
37,22.8
38,28.0
39,33.9
40,80.2
41,29.9
42,26.1
43,26.4
44,35.6
45,31.7
46,38.1
47,24.7
48,24.7
49,29.1
50,32.8
51,36.3
52,37.9
53,25.4
54,30.4
55,31.9
56,37.0
57,37.2
58,40.4
59,23.6
60,29.3
61,36.2
62,36.1
63,44.1
64,37.2
65,22.9
66,22.0
67,30.5
68,32.7
69,40.7
70,43.3
71,28.0
72,29.2
73,30.2
74,36.8
75,37.9
76,47.6
77,24.1
78,24.4
79,34.5
80,33.2
81,38.6
82,40.8
83,23.0
84,27.7
85,30.0
86,38.2
87,35.5
88,39.4
89,24.7
90,25.2
91,29.5
92,35.1
93,41.0
94,22.9
95,24.3
96,27.5
97,33.0
98,38.2
99,36.0
100,23.5
101,29.9
102,38.3
103,33.8
104,40.4
105,21.2
106,27.3
107,27.8
108,34.7
109,37.9
110,41.0
111,26.9
112,22.5
113,24.3
114,23.1
115,26.0
116,32.0
117,35.5
119,24.2
120,28.0
121,31.6
122,30.4
123,35.7
124,21.5
125,25.3
126,29.0
127,36.0
128,39.8
129,22.7
130,21.8
131,32.4
132,33.8
133,39.0
135,20.8
136,27.3
137,33.1
138,33.8
139,39.3
140,24.4
141,25.8
142,29.9
143,77.3
144,34.9
145,37.3
146,27.4
147,28.1
148,28.6
149,34.2
150,34.6
151,23.6
152,26.9
153,28.6
154,32.0
155,35.2
156,24.7
157,25.5
158,34.2
159,28.8
160,37.6
162,23.2
163,28.1
164,31.3
165,30.6
166,37.5
167,31.6
168,25.0
169,27.7
170,32.2
171,39.1
172,37.4
173,24.2
174,28.5
175,32.6
176,38.9
177,38.2
178,22.8
179,25.4
180,31.1
181,31.2
182,33.1
183,36.4
184,26.2
185,28.0
186,29.6
187,33.8
188,36.6
189,38.9
190,20.7
191,27.1
192,30.4
193,37.3
194,37.6
195,23.4
196,25.2
197,29.3
198,33.2
199,36.4
200,20.6
201,25.3
202,28.6
203,34.1
204,35.6
205,37.1
206,21.4
207,29.1
208,28.7
209,33.4
210,37.8
211,21.2
212,24.2
213,29.5
214,33.9
215,35.6
217,21.8
218,27.1
219,30.4
220,34.1
221,38.6
222,24.9
223,25.8
224,28.9
225,34.3
226,35.4
227,24.3
228,26.2
229,30.8
230,33.8
231,35.3
232,22.5
233,23.9
234,29.8
235,36.1
236,36.9
239,25.9
240,30.6
241,33.9
243,38.0
244,30.7
245,27.9
246,31.6
247,35.6
248,37.6
249,24.9
250,23.4
251,30.2
252,32.9
253,34.8
254,42.2
255,27.9
256,26.8
257,32.7
258,32.6
259,34.0
260,39.4
261,23.3
262,25.7
263,30.4
264,32.3
266,38.7
267,29.4
268,26.5
269,31.7
270,34.6
271,36.5
272,21.4
273,26.0
274,29.0
275,34.8
276,38.9
278,23.9
279,26.2
280,33.1
281,32.1
283,38.5
284,27.1
285,22.3
286,29.5
287,32.0
288,36.1
289,22.3
290,23.6
291,28.8
292,34.3
293,35.3
294,23.7
295,27.3
296,35.9
297,32.1
298,36.2
301,23.7
302,29.8
303,32.1
304,37.2
305,40.8
306,22.3
307,22.9
308,28.1
309,29.7
310,37.1
311,120
312,22.6
313,24.2
314,28.6
315,35.2
316,35.7
317,22.4
318,25.4
319,29.6
320,33.4
321,40.5
322,32.2
323,23.8
324,28.5
325,35.3
326,37.0
327,38.5
328,25.4
329,24.8
330,27.7
331,35.6
332,37.3
333,38.7
334,21.1
335,25.5
336,28.9
337,33.3
338,37.8
340,22.6
341,27.6
342,30.3
343,32.9
345,34.9
346,25.3
347,30.7
348,27.8
349,35.7
350,36.4
351,42.9
353,406
354,27.4
355,31.2
356,29.3
357,31.8
358,40.3
359,25.6
360,23.1
361,31.0
362,31.5
363,37.9
364,38.7
365,20.9
366,25.5
367,32.5
368,35.4
369,38.9
370,22.0
371,28.1
372,30.5
373,34.7
374,36.2
375,22.9
376,26.4
377,28.9
378,34.1
379,37.4
380,38.7
381,21.1
382,25.5
383,28.8
384,36.2
385,36.7
386,22.8
387,26.7
388,28.6
389,31.9
390,43.8
391,25.7
392,26.3
393,28.0
394,34.7
395,41.7
396,39.9
397,22.7
398,24.7
399,30.1
400,36.8
401,38.7
402,42.9
403,28.7
404,25.1
405,28.9
406,35.1
407,35.0
408,21.5
409,24.6
410,30.1
411,31.8
412,37.2
413,22.5
414,23.8
415,30.2
416,31.9
417,41.4
418,23.1
419,23.3
420,30.3
421,33.4
422,35.8
423,39.9
424,24.5
425,22.7
426,27.2
427,31.1
428,35.3
429,39.5
430,21.4
431,27.9
432,29.3
433,32.5
434,39.3
435,21.6
436,26.1
437,29.8
438,33.8
439,40.5
440,37.8
441,22.4
442,29.0
443,31.7
444,33.5
445,39.0
446,22.4
447,23.1
448,27.8
449,36.7
450,39.1
451,23.1
452,26.7
453,27.4
454,32.1
455,36.7
456,38.1
457,21.8
458,24.3
459,27.7
460,32.1
461,35.2
462,37.1
463,24.1
464,24.7
465,33.5
466,33.4
467,39.0
468,23.0
469,23.2
470,33.1
471,36.7
472,102
474,34.0
475,21.9
476,26.8
477,23.5
478,25.4
479,31.1
480,33.1
481,36.1
482,24.6
483,25.4
484,28.5
485,31.3
486,38.0
488,28.6
489,25.8
490,29.9
491,33.8
494,23.4
495,26.1
496,29.3
497,35.0
498,35.5
499,38.6
500,23.1
501,23.0
502,27.1
503,219
504,43.5
505,566
506,36.3
507,21.4
508,27.9
509,28.2
510,31.2
511,37.2
512,35.4
513,23.3
514,29.9
515,34.5
516,35.4
517,37.6
519,67.9
520,27.3
521,29.2
522,30.2
523,34.5
524,34.0
526,22.1
527,30.6
528,29.0
529,87.6
531,39.1
532,26.9
533,25.5
534,28.1
535,26.6
536,35.1
537,37.8
538,42.6
539,21.7
540,25.3
541,29.9
542,32.0
543,45.5
544,42.5
545,24.4
546,27.5
547,30.5
548,34.2
549,34.9
550,34.5
551,23.0
552,30.7
