PING 10.0.2.22 (10.0.2.22) 56(84) bytes of data.
64 bytes from 10.0.2.22: icmp_seq=517 ttl=63 time=185 ms
64 bytes from 10.0.2.22: icmp_seq=518 ttl=63 time=157 ms
64 bytes from 10.0.2.22: icmp_seq=519 ttl=63 time=169 ms
64 bytes from 10.0.2.22: icmp_seq=520 ttl=63 time=284 ms
64 bytes from 10.0.2.22: icmp_seq=521 ttl=63 time=261 ms
64 bytes from 10.0.2.22: icmp_seq=522 ttl=63 time=190 ms
64 bytes from 10.0.2.22: icmp_seq=523 ttl=63 time=192 ms
64 bytes from 10.0.2.22: icmp_seq=524 ttl=63 time=278 ms
64 bytes from 10.0.2.22: icmp_seq=525 ttl=63 time=188 ms
64 bytes from 10.0.2.22: icmp_seq=526 ttl=63 time=36.7 ms
64 bytes from 10.0.2.22: icmp_seq=527 ttl=63 time=53.6 ms
64 bytes from 10.0.2.22: icmp_seq=528 ttl=63 time=50.8 ms
64 bytes from 10.0.2.22: icmp_seq=529 ttl=63 time=51.7 ms
64 bytes from 10.0.2.22: icmp_seq=530 ttl=63 time=50.7 ms
64 bytes from 10.0.2.22: icmp_seq=531 ttl=63 time=49.7 ms
64 bytes from 10.0.2.22: icmp_seq=532 ttl=63 time=50.9 ms
64 bytes from 10.0.2.22: icmp_seq=533 ttl=63 time=52.4 ms
64 bytes from 10.0.2.22: icmp_seq=534 ttl=63 time=51.7 ms
64 bytes from 10.0.2.22: icmp_seq=535 ttl=63 time=50.8 ms
64 bytes from 10.0.2.22: icmp_seq=536 ttl=63 time=53.7 ms
64 bytes from 10.0.2.22: icmp_seq=537 ttl=63 time=51.6 ms
64 bytes from 10.0.2.22: icmp_seq=538 ttl=63 time=51.7 ms
64 bytes from 10.0.2.22: icmp_seq=539 ttl=63 time=52.8 ms
64 bytes from 10.0.2.22: icmp_seq=540 ttl=63 time=51.7 ms
64 bytes from 10.0.2.22: icmp_seq=541 ttl=63 time=51.7 ms
64 bytes from 10.0.2.22: icmp_seq=542 ttl=63 time=53.3 ms
64 bytes from 10.0.2.22: icmp_seq=543 ttl=63 time=50.7 ms
64 bytes from 10.0.2.22: icmp_seq=544 ttl=63 time=51.7 ms
64 bytes from 10.0.2.22: icmp_seq=545 ttl=63 time=52.7 ms
64 bytes from 10.0.2.22: icmp_seq=546 ttl=63 time=52.5 ms
64 bytes from 10.0.2.22: icmp_seq=547 ttl=63 time=53.1 ms
64 bytes from 10.0.2.22: icmp_seq=548 ttl=63 time=50.7 ms
64 bytes from 10.0.2.22: icmp_seq=549 ttl=63 time=51.9 ms
64 bytes from 10.0.2.22: icmp_seq=550 ttl=63 time=51.7 ms
64 bytes from 10.0.2.22: icmp_seq=551 ttl=63 time=51.4 ms
64 bytes from 10.0.2.22: icmp_seq=552 ttl=63 time=51.7 ms
64 bytes from 10.0.2.22: icmp_seq=553 ttl=63 time=53.6 ms
64 bytes from 10.0.2.22: icmp_seq=554 ttl=63 time=51.7 ms
64 bytes from 10.0.2.22: icmp_seq=555 ttl=63 time=53.7 ms
64 bytes from 10.0.2.22: icmp_seq=556 ttl=63 time=54.4 ms
64 bytes from 10.0.2.22: icmp_seq=557 ttl=63 time=51.8 ms
64 bytes from 10.0.2.22: icmp_seq=558 ttl=63 time=51.8 ms
64 bytes from 10.0.2.22: icmp_seq=559 ttl=63 time=53.8 ms
64 bytes from 10.0.2.22: icmp_seq=560 ttl=63 time=108 ms
64 bytes from 10.0.2.22: icmp_seq=561 ttl=63 time=242 ms
64 bytes from 10.0.2.22: icmp_seq=562 ttl=63 time=279 ms
64 bytes from 10.0.2.22: icmp_seq=563 ttl=63 time=200 ms
64 bytes from 10.0.2.22: icmp_seq=564 ttl=63 time=111 ms
64 bytes from 10.0.2.22: icmp_seq=565 ttl=63 time=49.8 ms
64 bytes from 10.0.2.22: icmp_seq=566 ttl=63 time=51.3 ms
64 bytes from 10.0.2.22: icmp_seq=567 ttl=63 time=47.0 ms
64 bytes from 10.0.2.22: icmp_seq=568 ttl=63 time=47.3 ms
64 bytes from 10.0.2.22: icmp_seq=569 ttl=63 time=49.2 ms
64 bytes from 10.0.2.22: icmp_seq=570 ttl=63 time=43.2 ms
64 bytes from 10.0.2.22: icmp_seq=571 ttl=63 time=46.7 ms
64 bytes from 10.0.2.22: icmp_seq=572 ttl=63 time=48.1 ms
64 bytes from 10.0.2.22: icmp_seq=573 ttl=63 time=51.3 ms
64 bytes from 10.0.2.22: icmp_seq=574 ttl=63 time=45.8 ms
64 bytes from 10.0.2.22: icmp_seq=575 ttl=63 time=47.8 ms
64 bytes from 10.0.2.22: icmp_seq=576 ttl=63 time=48.0 ms
